Iteration,ID,Viability,Targeting
0,seq_68,3.32641386985779,1.43648338317871
0,seq_69,3.18993544578552,1.44401633739471
0,seq_70,3.34738993644714,1.23986625671387
0,seq_71,3.33197259902954,1.4227579832077
0,seq_72,2.33626985549927,3.55233240127564
0,seq_73,2.32603049278259,3.63519644737244
0,seq_74,3.10892105102539,1.96243798732758
0,seq_75,3.10096096992493,2.20234799385071
0,seq_76,3.16619157791138,1.74292874336243
0,seq_77,2.95912289619446,2.37899780273437
0,seq_78,2.93959879875183,2.45222330093384
0,seq_79,2.79936408996582,2.88567352294922
0,seq_80,2.68853402137756,3.29482507705689
0,seq_81,4.08938550949097,0.754800140857697
0,seq_82,4.12189245223999,0.680400788784027
0,seq_83,4.27218961715698,0.430585145950317
0,seq_84,3.78999018669128,1.12832176685333
0,seq_85,3.6644241809845,1.15315282344818
0,seq_86,3.79465103149414,1.05689942836761
0,seq_87,3.98267364501953,0.845422387123108
0,seq_88,3.94607424736023,0.865301311016083
0,seq_89,3.2259156703949,1.37599742412567
0,seq_90,3.29358410835266,1.19535052776337
0,seq_91,3.32841944694519,1.17775094509125
0,seq_92,3.28677749633789,1.21185064315796
0,seq_93,3.3145387172699,1.38275003433227
0,seq_94,1.99301373958588,3.4618878364563
0,seq_95,3.08375740051269,1.98656070232391
0,seq_96,3.16215896606445,1.6738418340683
0,seq_97,2.83939146995544,2.11065411567688
0,seq_98,2.78753066062927,2.64592432975769
0,seq_99,2.72025609016418,2.66329956054687
0,seq_100,2.66612958908081,3.13239097595215
0,seq_101,2.42003798484802,3.21423721313477
0,seq_102,4.09115076065063,0.617373883724213
0,seq_103,4.25748872756958,0.341537177562714
0,seq_104,4.12387847900391,0.390713900327682
0,seq_105,3.60629725456238,1.14561200141907
0,seq_106,3.62726330757141,1.00704455375671
0,seq_107,3.77299189567566,0.89199036359787
0,seq_108,3.95490908622742,0.660724580287933
0,seq_109,3.84593272209167,0.792100250720978
0,seq_110,3.90701985359192,0.749172568321228
0,seq_111,3.17266058921814,1.36960017681122
0,seq_112,3.19728922843933,1.35854208469391
0,seq_113,3.26423692703247,1.15454709529877
0,seq_114,3.20313119888306,1.17100942134857
0,seq_115,3.26948547363281,1.22792065143585
0,seq_116,1.50542593002319,3.25813984870911
0,seq_117,1.03938257694244,3.42252779006958
0,seq_118,1.04690706729889,3.29390335083008
0,seq_119,3.06270503997803,1.76035904884338
0,seq_120,2.98135375976562,1.92349779605866
0,seq_121,3.04978322982788,1.91671657562256
0,seq_122,3.10839343070984,1.65128099918366
0,seq_123,3.13744306564331,1.62563645839691
0,seq_124,2.78886795043945,2.02031517028809
0,seq_125,2.77377843856811,2.24395561218262
0,seq_126,2.49761509895325,2.42782306671143
0,seq_127,2.50380253791809,2.40012812614441
0,seq_128,2.45882391929626,2.59655094146729
0,seq_129,2.41148591041565,3.09360766410828
0,seq_130,2.41810774803162,2.92550587654114
0,seq_131,4.07645320892334,0.576503217220306
0,seq_132,4.07799196243286,0.424070179462433
0,seq_133,4.00446271896362,0.583500802516937
0,seq_134,3.55570912361145,1.13518929481506
0,seq_135,3.37298822402954,1.13971364498138
0,seq_136,3.55729222297668,1.01601624488831
0,seq_137,3.60896420478821,0.967203915119171
0,seq_138,3.57321715354919,0.970723152160645
0,seq_139,3.6117217540741,0.821374595165253
0,seq_140,3.81838774681091,0.775572419166565
0,seq_141,3.86505365371704,0.663994908332825
0,seq_142,3.16027498245239,1.34208202362061
0,seq_143,3.16156649589539,1.26597881317139
0,seq_144,3.19782114028931,1.15895867347717
0,seq_145,-0.0908153429627419,3.1476686000824
0,seq_146,3.03394198417664,1.80287683010101
0,seq_147,2.89540696144104,1.90017259120941
0,seq_148,2.86536169052124,1.91296887397766
0,seq_149,3.11204957962036,1.45142447948456
0,seq_150,2.78061079978943,1.96831166744232
0,seq_151,2.78772711753845,1.9557831287384
0,seq_152,2.66699767112732,2.23872065544128
0,seq_153,2.75661134719849,2.21318793296814
0,seq_154,2.42453193664551,2.40671038627624
0,seq_155,2.42704367637634,2.26011919975281
0,seq_156,2.23845100402832,3.08734774589539
0,seq_157,2.34164929389954,3.08153986930847
0,seq_158,4.07403707504272,0.567812621593475
0,seq_159,4.01086759567261,0.39534455537796
0,seq_160,3.98455810546875,0.443704813718796
0,seq_161,3.93086290359497,0.563314855098724
0,seq_162,3.41429686546326,1.10287690162659
0,seq_163,3.49918913841248,1.09299635887146
0,seq_164,3.52671885490417,0.826464653015137
0,seq_165,3.50307130813599,0.869963645935059
0,seq_166,3.73214983940124,0.728201329708099
0,seq_167,3.70410323143005,0.762695372104645
0,seq_168,3.79361271858215,0.635993003845215
0,seq_169,3.11444735527039,1.1656881570816
0,seq_170,3.1893584728241,1.14381587505341
0,seq_171,2.99626445770264,1.77721011638641
0,seq_172,3.02666568756103,1.7655953168869
0,seq_173,2.82807374000549,1.87792241573334
0,seq_174,3.09130692481995,1.4492723941803
0,seq_175,3.10941767692566,1.27894294261932
0,seq_176,2.54205393791199,2.2277729511261
0,seq_177,2.49491691589355,2.23827385902405
0,seq_178,2.64343595504761,2.1467444896698
0,seq_179,2.66661906242371,2.06378746032715
0,seq_180,2.66713380813599,1.99090802669525
0,seq_181,2.42133784294128,2.331378698349
0,seq_182,1.70127952098846,3.08158278465271
0,seq_183,2.29612731933594,3.00765037536621
0,seq_184,2.30829405784607,3.00019216537476
0,seq_185,3.79570937156677,0.258771896362305
0,seq_186,3.88157320022583,0.161485329270363
0,seq_187,3.33226251602173,1.07827746868134
0,seq_188,3.48122954368591,1.06105077266693
0,seq_189,3.48764681816101,0.894499003887177
0,seq_190,3.26693415641785,1.08911192417145
0,seq_191,3.49285197257996,0.817252576351166
0,seq_192,3.63538813591003,0.706806361675262
0,seq_193,3.69358420372009,0.279009163379669
0,seq_194,3.68062138557434,0.49470916390419
0,seq_195,3.16211628913879,1.12468874454498
0,seq_196,2.87791728973389,1.70826232433319
0,seq_197,2.93272638320923,1.67004418373108
0,seq_198,3.02628254890442,1.58779847621918
0,seq_199,2.88996648788452,1.67767930030823
0,seq_200,2.6969301700592,1.87274479866028
0,seq_201,2.78011155128479,1.77961981296539
0,seq_202,2.79818415641785,1.72416079044342
0,seq_203,2.71800661087036,1.83103215694427
0,seq_204,3.0710129737854,1.36067974567413
0,seq_205,3.06938624382019,1.41365015506744
0,seq_206,3.07085919380188,1.36627507209778
0,seq_207,3.08623099327087,1.26790845394134
0,seq_208,3.1080949306488,1.22403538227081
0,seq_209,2.60404205322266,2.13062167167664
0,seq_210,2.6248562335968,2.00745844841003
0,seq_211,2.51894307136536,2.14546179771423
0,seq_212,2.64658975601196,1.95480763912201
0,seq_213,2.39062786102295,2.25535368919373
0,seq_214,2.3939003944397,2.15385866165161
0,seq_215,1.54214584827423,3.04678773880005
0,seq_216,2.00261354446411,2.96936678886414
0,seq_217,2.26907896995544,2.59577417373657
0,seq_218,2.30150604248047,2.32674479484558
0,seq_219,3.79228830337524,0.0278048757463694
0,seq_220,3.45246887207031,0.971570432186127
0,seq_221,3.32205057144165,1.04482960700989
0,seq_222,3.45558023452759,0.963303565979004
0,seq_223,3.3865373134613,1.00072824954987
0,seq_224,3.29315638542175,1.0546178817749
0,seq_225,3.39742517471314,0.979344010353088
0,seq_226,3.47142338752747,0.832296550273895
0,seq_227,3.1844174861908,1.06822371482849
0,seq_228,3.59360480308533,0.681104838848114
0,seq_229,3.62586712837219,0.646623909473419
0,seq_230,3.62996554374695,0.646356105804443
0,seq_231,2.86402773857117,1.70471096038818
0,seq_232,2.90981268882751,1.61365401744843
0,seq_233,2.99921584129333,1.53805458545685
0,seq_234,2.96147108078003,1.55982398986816
0,seq_235,2.96565556526184,1.55619621276855
0,seq_236,2.77525115013123,1.71837997436523
0,seq_237,2.70528507232666,1.76603591442108
0,seq_238,3.00762438774109,1.37188231945038
0,seq_239,3.03847551345825,1.29039764404297
0,seq_240,3.06205725669861,1.24740588665009
0,seq_241,3.07718825340271,1.23860883712769
0,seq_242,3.10526776313782,1.14198315143585
0,seq_243,3.08489203453064,1.21786713600159
0,seq_244,3.08630466461182,1.21064889431
0,seq_245,3.10775232315064,1.07512736320496
0,seq_246,2.52244067192078,1.96851599216461
0,seq_247,2.44951963424683,2.08599519729614
0,seq_248,2.45697808265686,2.06049180030823
0,seq_249,2.59294629096985,1.9330552816391
0,seq_250,2.63774394989014,1.89731872081757
0,seq_251,2.6417453289032,1.79499459266663
0,seq_252,2.35863780975342,2.10403561592102
0,seq_253,2.34959769248962,2.14530920982361
0,seq_254,1.03337037563324,3.0309944152832
0,seq_255,1.06591939926148,2.76013445854187
0,seq_256,1.45477473735809,2.75219655036926
0,seq_257,1.81689870357513,2.75152778625488
0,seq_258,2.18759202957153,2.53045916557312
0,seq_259,2.2039806842804,2.2318160533905
0,seq_260,2.21152687072754,2.19947361946106
0,seq_261,2.27460932731628,2.15247964859009
0,seq_262,3.65541696548462,-0.48795223236084
0,seq_263,3.40087676048279,0.947249829769135
0,seq_264,3.37016987800598,0.991779327392578
0,seq_265,3.20197606086731,1.04257988929748
0,seq_266,3.22814869880676,1.01216697692871
0,seq_267,3.2875325679779,1.00217854976654
0,seq_268,3.41828656196594,0.803512871265411
0,seq_269,3.44753122329712,0.801596760749817
0,seq_270,3.41539883613586,0.813934922218323
0,seq_271,3.46482396125793,0.691468060016632
0,seq_272,3.14648628234863,1.04508888721466
0,seq_273,3.49785304069519,0.675082385540009
0,seq_274,3.56039619445801,0.553879976272583
0,seq_275,3.53713274002075,0.605768322944641
0,seq_276,3.56165933609009,0.520640313625336
0,seq_277,3.62147307395935,0.4252869784832
0,seq_278,2.80133605003357,1.63575303554535
0,seq_279,2.7934250831604,1.65872919559479
0,seq_280,2.81659269332886,1.5938218832016
0,seq_281,2.89701199531555,1.59356689453125
0,seq_282,2.90894889831543,1.55865430831909
0,seq_283,2.91400074958801,1.51490747928619
0,seq_284,2.96096420288086,1.48296189308167
0,seq_285,2.94724631309509,1.51230359077454
0,seq_286,2.76280403137207,1.70921540260315
0,seq_287,2.64181137084961,1.74415421485901
0,seq_288,2.98415327072144,1.3031153678894
0,seq_289,3.03342485427856,1.26834511756897
0,seq_290,3.04197287559509,1.23917233943939
0,seq_291,3.09232878684998,1.13941466808319
0,seq_292,3.08085513114929,1.17065751552582
0,seq_293,3.06423711776733,1.19479489326477
0,seq_294,2.45485877990723,1.99003303050995
0,seq_295,2.57269740104675,1.91355931758881
0,seq_296,2.52734279632568,1.92206919193268
0,seq_297,2.61947321891785,1.89711761474609
0,seq_298,2.62810683250427,1.88800549507141
0,seq_299,2.30078291893005,2.10306978225708
0,seq_300,-0.20092836022377,2.97914385795593
0,seq_301,0.471637070178986,2.91683650016785
0,seq_302,0.95039826631546,2.83000922203064
0,seq_303,1.12664496898651,2.74227356910706
0,seq_304,1.71027219295502,2.54190063476562
0,seq_305,1.64692962169647,2.64731001853943
0,seq_306,1.61672747135162,2.69437074661255
0,seq_307,2.0379421710968,2.44062161445618
0,seq_308,1.96494221687317,2.45442509651184
0,seq_309,1.88430714607239,2.45499587059021
0,seq_310,2.17706322669983,2.23775482177734
0,seq_311,2.11703038215637,2.43140506744385
0,seq_312,2.16875123977661,2.24209308624268
0,seq_313,2.18596529960632,2.17354702949524
0,seq_314,2.25778079032898,2.14435863494873
0,seq_315,3.29262471199036,0.974855124950409
0,seq_316,3.36290717124939,0.843680858612061
0,seq_317,3.35178446769714,0.893079102039337
0,seq_318,3.1606855392456,1.02640020847321
0,seq_319,3.16368556022644,1.00613391399384
0,seq_320,3.28204035758972,0.977305054664612
0,seq_321,3.43904733657837,0.786951243877411
0,seq_322,3.40032815933227,0.801713883876801
0,seq_323,3.48637461662292,0.664420902729034
0,seq_324,3.51896452903748,0.553004086017609
0,seq_325,3.52103924751282,0.49700853228569
0,seq_326,2.77730131149292,1.64515745639801
0,seq_327,2.79032778739929,1.60247731208801
0,seq_328,2.84691786766052,1.57311260700226
0,seq_329,2.94547343254089,1.42754566669464
0,seq_330,2.92378115653992,1.46242320537567
0,seq_331,2.92993450164795,1.44495058059692
0,seq_332,2.86891961097717,1.4946174621582
0,seq_333,2.72599959373474,1.68855404853821
0,seq_334,2.74366950988769,1.67678833007812
0,seq_335,2.65397238731384,1.70000231266022
0,seq_336,2.97518968582153,1.27552056312561
0,seq_337,3.01693511009216,1.24667131900787
0,seq_338,3.08617472648621,1.03251397609711
0,seq_339,3.02302169799805,1.13916206359863
0,seq_340,3.04683446884155,1.11446940898895
0,seq_341,2.36898922920227,1.98650670051575
0,seq_342,2.4160783290863,1.95551323890686
0,seq_343,2.59912276268005,1.89310395717621
0,seq_344,2.46804785728455,1.89678192138672
0,seq_345,2.60988545417786,1.74939250946045
0,seq_346,2.27558183670044,2.01024889945984
0,seq_347,0.515551865100861,2.81299495697021
0,seq_348,0.978518784046173,2.72963190078735
0,seq_349,0.604571163654327,2.73350143432617
0,seq_350,1.66366350650787,2.51828050613403
0,seq_351,1.69414460659027,2.48799395561218
0,seq_352,1.61901092529297,2.57597017288208
0,seq_353,1.30752599239349,2.66799807548523
0,seq_354,1.45866560935974,2.58256316184998
0,seq_355,1.83434677124023,2.45343661308289
0,seq_356,1.97504508495331,2.39247131347656
0,seq_357,2.0660412311554,2.31593823432922
0,seq_358,2.17716193199158,2.17001032829285
0,seq_359,2.13295865058899,2.17294096946716
0,seq_360,2.22313976287842,2.04524350166321
0,seq_361,2.2274968624115,2.03131413459778
0,seq_362,3.31169772148132,0.892350137233734
0,seq_363,3.13140511512756,1.0155131816864
0,seq_364,3.09960436820984,1.01762139797211
0,seq_365,3.13324737548828,0.974687099456787
0,seq_366,3.23505258560181,0.957553863525391
0,seq_367,3.40759897232056,0.711613774299622
0,seq_368,3.38511276245117,0.775603294372559
0,seq_369,3.45855021476746,0.596347808837891
0,seq_370,3.49273300170898,0.54072779417038
0,seq_371,3.5156364440918,0.407560437917709
0,seq_372,2.77257037162781,1.61270368099213
0,seq_373,2.7781834602356,1.52237057685852
0,seq_374,2.78654932975769,1.49419248104096
0,seq_375,2.82615733146667,1.4580442905426
0,seq_376,2.84788489341736,1.43882894515991
0,seq_377,2.90882205963135,1.29871070384979
0,seq_378,2.90459179878235,1.43713116645813
0,seq_379,2.68078088760376,1.68853664398193
0,seq_380,2.73632097244263,1.65870976448059
0,seq_381,3.00318074226379,1.19954776763916
0,seq_382,3.00864601135254,1.18250751495361
0,seq_383,2.93773126602173,1.2049685716629
0,seq_384,3.01126337051392,1.15715003013611
0,seq_385,3.01471376419067,1.13439428806305
0,seq_386,3.03570747375488,1.08364295959473
0,seq_387,3.03715300559998,1.02786123752594
0,seq_388,2.33252620697021,1.97199904918671
0,seq_389,2.33377814292908,1.93510746955872
0,seq_390,2.37366390228271,1.921342253685
0,seq_391,2.58224558830261,1.79220318794251
0,seq_392,2.48201894760132,1.88700664043426
0,seq_393,2.55763912200928,1.8340539932251
0,seq_394,2.59429454803467,1.69326722621918
0,seq_395,0.095743715763092,2.76838183403015
0,seq_396,0.512553155422211,2.74719095230102
0,seq_397,-1.09062039852142,2.77409338951111
0,seq_398,-1.12266886234283,2.80909037590027
0,seq_399,0.818528115749359,2.68897128105164
0,seq_400,0.715093612670898,2.69495844841003
0,seq_401,0.587798476219177,2.73009991645813
0,seq_402,1.54708361625671,2.47760200500488
0,seq_403,1.53929221630096,2.50393843650818
0,seq_404,1.57850039005279,2.46050524711609
0,seq_405,1.48505353927612,2.54882168769836
0,seq_406,1.02973210811615,2.64334797859192
0,seq_407,1.25161302089691,2.60060238838196
0,seq_408,1.28393018245697,2.60033464431763
0,seq_409,1.11255311965942,2.62375330924988
0,seq_410,1.35961425304413,2.57528042793274
0,seq_411,1.32805013656616,2.57891583442688
0,seq_412,1.66576087474823,2.45057034492493
0,seq_413,1.61715567111969,2.45206165313721
0,seq_414,1.6911461353302,2.4202766418457
0,seq_415,1.75254809856415,2.37800025939941
0,seq_416,1.93859469890595,2.36978197097778
0,seq_417,1.99284207820892,2.29044556617737
0,seq_418,2.01438212394714,2.21888446807861
0,seq_419,2.15678787231445,2.15442991256714
0,seq_420,2.16048002243042,2.04286313056946
0,seq_421,2.18694877624512,1.99959468841553
0,seq_422,2.17738771438599,2.00989317893982
0,seq_423,3.2901508808136,0.892090797424316
0,seq_424,3.30245065689087,0.82294625043869
0,seq_425,3.09295678138733,1.01152074337006
0,seq_426,3.11212015151977,0.974399864673615
0,seq_427,3.11349582672119,0.955012738704681
0,seq_428,3.18828916549683,0.937750518321991
0,seq_429,3.19292426109314,0.932649791240692
0,seq_430,3.20108795166016,0.912491023540497
0,seq_431,3.40634846687317,0.655275940895081
0,seq_432,3.37436270713806,0.766772270202637
0,seq_433,3.38483881950378,0.701523303985596
0,seq_434,3.38050961494446,0.735563397407532
0,seq_435,3.44051432609558,0.54498690366745
0,seq_436,3.45720267295837,0.528098881244659
0,seq_437,3.46388626098633,0.487731993198395
0,seq_438,3.48889088630676,0.455974578857422
0,seq_439,2.74553966522217,1.52852714061737
0,seq_440,2.74022364616394,1.54884481430054
0,seq_441,2.78504514694214,1.47223162651062
0,seq_442,2.79339909553528,1.45448100566864
0,seq_443,2.90583610534668,1.27844738960266
0,seq_444,2.89253664016724,1.40257585048675
0,seq_445,2.84828066825867,1.4255678653717
0,seq_446,2.66195464134216,1.68362295627594
0,seq_447,2.68030595779419,1.6760675907135
0,seq_448,2.73398756980896,1.6471141576767
0,seq_449,2.68343830108643,1.65683579444885
0,seq_450,2.99489784240723,1.1989643573761
0,seq_451,3.00373697280884,1.14706981182098
0,seq_452,3.02654528617859,1.05353093147278
0,seq_453,2.26235675811768,1.94464683532715
0,seq_454,2.56024742126465,1.78412687778473
0,seq_455,2.45626664161682,1.87943732738495
0,seq_456,0.370837658643722,2.73058652877808
0,seq_457,0.119916319847107,2.74069905281067
0,seq_458,-0.907371163368225,2.74230623245239
0,seq_459,-2.01851296424866,2.7907075881958
0,seq_460,0.766711175441742,2.66694760322571
0,seq_461,0.625157654285431,2.69064974784851
0,seq_462,0.508835434913635,2.70009446144104
0,seq_463,1.44021737575531,2.47710275650024
0,seq_464,0.947259724140167,2.61155891418457
0,seq_465,1.14491975307465,2.5428032875061
0,seq_466,1.12813472747803,2.55771636962891
0,seq_467,1.10262429714203,2.57145667076111
0,seq_468,1.17844104766846,2.50569653511047
0,seq_469,1.64774060249329,2.43707537651062
0,seq_470,1.50353169441223,2.4489803314209
0,seq_471,1.84769058227539,2.36025071144104
0,seq_472,1.88086855411529,2.35122656822205
0,seq_473,1.91052401065826,2.26822710037231
0,seq_474,1.97486770153046,2.2272412776947
0,seq_475,1.99265062808991,2.2029869556427
0,seq_476,2.11715340614319,2.11126446723938
0,seq_477,2.14640665054321,2.05656409263611
0,seq_478,2.03502440452576,2.11957907676697
0,seq_479,2.15593791007996,2.03478789329529
0,seq_480,3.22477006912231,0.88705438375473
0,seq_481,3.28318476676941,0.874762356281281
0,seq_482,3.2994110584259,0.797962367534637
0,seq_483,3.08672952651977,0.995368182659149
0,seq_484,3.09744334220886,0.944895565509796
0,seq_485,3.1235294342041,0.91581916809082
0,seq_486,3.40454030036926,0.560137093067169
0,seq_487,3.31919407844543,0.751350581645966
0,seq_488,3.34294819831848,0.692116737365723
0,seq_489,3.33010172843933,0.735449731349945
0,seq_490,3.34476351737976,0.593746304512024
0,seq_491,3.48244547843933,0.38530570268631
0,seq_492,2.77482581138611,1.43044781684876
0,seq_493,2.76146197319031,1.43613183498383
0,seq_494,2.89880347251892,1.23914086818695
0,seq_495,2.87223768234253,1.34126603603363
0,seq_496,2.85589146614075,1.35254561901093
0,seq_497,2.89159202575684,1.290576338768
0,seq_498,2.84059596061706,1.35889399051666
0,seq_499,2.77960348129272,1.42429602146149
0,seq_500,2.81149458885193,1.42347848415375
0,seq_501,2.8225371837616,1.41706550121307
0,seq_502,2.82949900627136,1.36921489238739
0,seq_503,2.60976099967956,1.66317498683929
0,seq_504,2.73396182060242,1.58840239048004
0,seq_505,2.70378851890564,1.63453376293182
0,seq_506,2.63418054580689,1.64174544811249
0,seq_507,2.98973393440247,1.19166815280914
0,seq_508,2.9371440410614,1.19533133506775
0,seq_509,3.00252032279968,1.1393758058548
0,seq_510,3.02464938163757,1.01967680454254
0,seq_511,2.25999450683594,1.91744995117187
0,seq_512,2.49955248832703,1.76315689086914
0,seq_513,2.50021553039551,1.69170916080475
0,seq_514,2.54633569717407,1.68564403057098
0,seq_515,2.45308804512024,1.85313987731934
0,seq_516,2.40363121032715,1.8662143945694
0,seq_517,0.203954100608826,2.72628855705261
0,seq_518,0.00554096698760986,2.73926568031311
0,seq_519,-0.011521453037858,2.73978304862976
0,seq_520,0.695585787296295,2.63874340057373
0,seq_521,0.519069790840149,2.65624833106995
0,seq_522,0.289508104324341,2.66834616661072
0,seq_523,0.906980156898499,2.6091194152832
0,seq_524,1.07841956615448,2.5494921207428
0,seq_525,1.09790098667145,2.48686456680298
0,seq_526,1.10372531414032,2.47944903373718
0,seq_527,1.15309989452362,2.47327733039856
0,seq_528,1.16926002502441,2.4650444984436
0,seq_529,1.54762959480286,2.38037037849426
0,seq_530,1.52746772766113,2.42078185081482
0,seq_531,1.49453258514404,2.44501066207886
0,seq_532,1.86770522594452,2.3240966796875
0,seq_533,1.61215651035309,2.34749412536621
0,seq_534,1.73429262638092,2.34676861763
0,seq_535,1.81066226959228,2.32800531387329
0,seq_536,1.89320266246796,2.24035239219665
0,seq_537,1.96424043178558,2.21507406234741
0,seq_538,2.100266456604,2.07622647285461
0,seq_539,2.09057688713074,2.10047817230225
0,seq_540,2.15434336662292,2.01603293418884
0,seq_541,2.14192485809326,2.03015446662903
0,seq_542,3.21360015869141,0.88218367099762
0,seq_543,3.28108787536621,0.851251602172852
0,seq_544,3.23510146141052,0.8537557721138
0,seq_545,3.07725524902344,0.988028168678284
0,seq_546,3.08299708366394,0.931818962097168
0,seq_547,3.10386514663696,0.906992554664612
0,seq_548,3.11991500854492,0.893435299396515
0,seq_549,3.39783930778503,0.557640254497528
0,seq_550,3.28128027915955,0.733023583889008
0,seq_551,3.29741072654724,0.67143988609314
0,seq_552,3.31854486465454,0.646235406398773
0,seq_553,3.45595622062683,0.128941312432289
0,seq_554,3.42613768577576,0.382924526929855
0,seq_555,2.86261129379272,1.29747569561005
0,seq_556,2.85209321975708,1.33836579322815
0,seq_557,2.84820246696472,1.35083830356598
0,seq_558,2.86895871162415,1.25707042217255
0,seq_559,2.87202739715576,1.24857091903687
0,seq_560,2.88158202171326,1.27893829345703
0,seq_561,2.88375163078308,1.22932779788971
0,seq_562,2.75993800163269,1.42111623287201
0,seq_563,2.81848406791687,1.37439060211182
0,seq_564,2.81568264961243,1.40173077583313
0,seq_565,2.81829118728638,1.38565957546234
0,seq_566,2.72600197792053,1.49083995819092
0,seq_567,2.69989109039307,1.63222622871399
0,seq_568,2.70131850242615,1.56097936630249
0,seq_569,2.95850253105164,1.15887010097504
0,seq_570,2.91182136535644,1.18925642967224
0,seq_571,2.92671036720276,1.18606793880463
0,seq_572,2.96573185920715,1.12687933444977
0,seq_573,2.99553227424622,1.10078835487366
0,seq_574,2.97444915771484,1.12010800838471
0,seq_575,3.02033019065857,0.994443535804749
0,seq_576,3.01609110832214,0.998462200164795
0,seq_577,2.20247316360474,1.91531586647034
0,seq_578,2.25262308120727,1.90962874889374
0,seq_579,2.47973823547363,1.73334884643555
0,seq_580,2.48304414749145,1.71895408630371
0,seq_581,2.53267025947571,1.66272675991058
0,seq_582,2.42550230026245,1.80545616149902
0,seq_583,2.30274748802185,1.86510980129242
0,seq_584,2.33049583435059,1.85324728488922
0,seq_585,-0.501157820224762,2.70970821380615
0,seq_586,-0.0208503659814596,2.69681406021118
0,seq_587,-0.515454053878784,2.73562121391296
0,seq_588,-0.0353545807301998,2.69803428649902
0,seq_589,-0.639895081520081,2.73734831809998
0,seq_590,0.594941318035126,2.62100791931152
0,seq_591,0.504348635673523,2.64534759521484
0,seq_592,0.155531644821167,2.64752578735352
0,seq_593,0.0504072085022926,2.66336297988892
0,seq_594,0.88833075761795,2.58707547187805
0,seq_595,0.95601624250412,2.54872679710388
0,seq_596,0.993616700172424,2.53572964668274
0,seq_597,1.00496673583984,2.49960112571716
0,seq_598,1.03522074222565,2.47183084487915
0,seq_599,1.08224260807037,2.45092344284058
0,seq_600,1.46451699733734,2.39042901992798
0,seq_601,1.28413903713226,2.44343638420105
0,seq_602,1.37812352180481,2.42656016349792
0,seq_603,1.81636655330658,2.32187962532043
0,seq_604,1.58484637737274,2.33464407920837
0,seq_605,1.66908490657806,2.33145117759705
0,seq_606,1.86194443702698,2.17326736450195
